x,y,ux,uy,velocity_magnitude
8,37,0.390954,0.000000,0.390954
8,38,0.388398,-0.000000,0.388398
8,39,0.385348,0.000000,0.385348
8,40,0.381771,-0.000000,0.381771
8,41,0.377632,0.000000,0.377632
8,42,0.372889,-0.000000,0.372889
8,43,0.367499,0.000000,0.367499
8,44,0.361411,-0.000000,0.361411
8,45,0.354571,0.000000,0.354571
8,46,0.346921,-0.000000,0.346921
8,47,0.338399,0.000000,0.338399
8,48,0.328937,-0.000000,0.328937
8,49,0.318464,0.000000,0.318464
8,50,0.306907,-0.000000,0.306907
8,51,0.294185,0.000000,0.294185
8,52,0.280216,-0.000000,0.280216
8,53,0.264914,0.000000,0.264914
8,54,0.248191,-0.000000,0.248191
8,55,0.229952,0.000000,0.229952
8,56,0.210103,-0.000000,0.210103
8,57,0.188546,0.000000,0.188546
8,58,0.165179,-0.000000,0.165179
8,59,0.139901,0.000000,0.139901
8,60,0.112608,-0.000000,0.112608
8,61,0.083192,0.000000,0.083192
8,62,0.051546,-0.000000,0.051546
8,63,0.017564,0.000000,0.017564
9,0,0.017564,-0.000000,0.017564
9,1,0.051546,0.000000,0.051546
9,2,0.083192,-0.000000,0.083192
9,3,0.112608,0.000000,0.112608
9,4,0.139901,-0.000000,0.139901
9,5,0.165179,0.000000,0.165179
9,6,0.188546,-0.000000,0.188546
9,7,0.210103,0.000000,0.210103
9,8,0.229952,-0.000000,0.229952
9,9,0.248191,0.000000,0.248191
9,10,0.264914,-0.000000,0.264914
9,11,0.280216,0.000000,0.280216
9,12,0.294185,-0.000000,0.294185
9,13,0.306907,0.000000,0.306907
9,14,0.318464,-0.000000,0.318464
9,15,0.328937,0.000000,0.328937
9,16,0.338399,-0.000000,0.338399
9,17,0.346921,0.000000,0.346921
9,18,0.354571,-0.000000,0.354571
9,19,0.361411,0.000000,0.361411
9,20,0.367499,-0.000000,0.367499
9,21,0.372889,0.000000,0.372889
9,22,0.377632,-0.000000,0.377632
9,23,0.381771,0.000000,0.381771
9,24,0.385348,-0.000000,0.385348
9,25,0.388398,0.000000,0.388398
9,26,0.390954,-0.000000,0.390954
9,27,0.393043,0.000000,0.393043
9,28,0.394687,-0.000000,0.394687
9,29,0.395904,0.000000,0.395904
9,30,0.396708,-0.000000,0.396708
9,31,0.397107,0.000000,0.397107
9,32,0.397107,-0.000000,0.397107
9,33,0.396708,0.000000,0.396708
9,34,0.395904,-0.000000,0.395904
9,35,0.394687,0.000000,0.394687
9,36,0.393043,-0.000000,0.393043
9,37,0.390954,0.000000,0.390954
9,38,0.388398,-0.000000,0.388398
9,39,0.385348,0.000000,0.385348
9,40,0.381771,-0.000000,0.381771
9,41,0.377632,0.000000,0.377632
9,42,0.372889,-0.000000,0.372889
9,43,0.367499,0.000000,0.367499
9,44,0.361411,-0.000000,0.361411
9,45,0.354571,0.000000,0.354571
9,46,0.346921,-0.000000,0.346921
9,47,0.338399,0.000000,0.338399
9,48,0.328937,-0.000000,0.328937
9,49,0.318464,0.000000,0.318464
9,50,0.306907,-0.000000,0.306907
9,51,0.294185,0.000000,0.294185
9,52,0.280216,-0.000000,0.280216
9,53,0.264914,0.000000,0.264914
9,54,0.248191,-0.000000,0.248191
9,55,0.229952,0.000000,0.229952
9,56,0.210103,-0.000000,0.210103
9,57,0.188546,0.000000,0.188546
9,58,0.165179,-0.000000,0.165179
9,59,0.139901,0.000000,0.139901
9,60,0.112608,-0.000000,0.112608
9,61,0.083192,0.000000,0.083192
9,62,0.051546,-0.000000,0.051546
9,63,0.017564,0.000000,0.017564
10,0,0.017564,-0.000000,0.017564
10,1,0.051546,0.000000,0.051546
10,2,0.083192,-0.000000,0.083192
10,3,0.112608,0.000000,0.112608
10,4,0.139901,-0.000000,0.139901
10,5,0.165179,0.000000,0.165179
10,6,0.188546,-0.000000,0.188546
10,7,0.210103,0.000000,0.210103
10,8,0.229952,-0.000000,0.229952
10,9,0.248191,0.000000,0.248191
10,10,0.264914,-0.000000,0.264914
10,11,0.280216,0.000000,0.280216
10,12,0.294185,-0.000000,0.294185
10,13,0.306907,0.000000,0.306907
10,14,0.318464,-0.000000,0.318464
10,15,0.328937,0.000000,0.328937
10,16,0.338399,-0.000000,0.338399
10,17,0.346921,0.000000,0.346921
10,18,0.354571,-0.000000,0.354571
10,19,0.361411,0.000000,0.361411
10,20,0.367499,-0.000000,0.367499
10,21,0.372889,0.000000,0.372889
10,22,0.377632,-0.000000,0.377632
10,23,0.381771,0.000000,0.381771
10,24,0.385348,-0.000000,0.385348
10,25,0.388398,0.000000,0.388398
10,26,0.390954,-0.000000,0.390954
10,27,0.393043,0.000000,0.393043
10,28,0.394687,-0.000000,0.394687
10,29,0.395904,0.000000,0.395904
10,30,0.396708,-0.000000,0.396708
10,31,0.397107,0.000000,0.397107
10,32,0.397107,-0.000000,0.397107
